Year,Month,Day,Rainfall,RH,Pressure,Temp,Min_T,Max_T,W_Speed,W_Direction,Radiation
1992,1,1,0,65.82,99.31,8.16,7.22,9.7,8.33,337.27,6.79
1992,1,2,0,64.95,100.31,6.48,5.15,8.12,7.91,2.92,7
1992,1,3,0,64.31,100.77,7.96,5.19,10.23,4.85,20.17,6.8
1992,1,4,0,66.16,101.59,10.76,8.81,12.74,2.43,75.81,7.37
1992,1,5,0,79.61,101.4,12.1,9.92,14.64,4.84,259.6,8.08
1992,1,6,0,82.35,100.64,12.96,11.85,14.41,5.12,275.79,8.21
1992,1,7,0,72.27,100.64,12.41,10.57,14.12,4.39,35.75,8.09
1992,1,8,0,66.32,101.1,11.75,10.26,14.14,4.17,61.01,8.06
1992,1,9,0,68.07,100.91,11.39,9.83,14.02,4.14,54.57,6.86
1992,1,10,0,69,100.66,11.19,9.3,14.04,6.07,45.27,6.92
1992,1,11,0,72.83,100.81,12.05,9.28,14.71,3.64,352.56,7.84
1992,1,12,0,78.28,100.6,12.76,11.38,14.67,2.19,251.67,7.67
1992,1,13,1,79.33,100.06,12.45,11.36,14.03,4.38,279.12,7.74
1992,1,14,2,80.04,99.97,11.77,10.63,12.99,4.55,51.94,7.92
1992,1,15,3,79.71,99.81,10.4,8.95,11.56,4.24,28.39,6.46
1992,1,16,1,69.79,99.82,10.09,8.66,11.57,3.79,21.51,6.17
1992,1,17,0,62.25,100.15,10.24,8.83,12.23,3.38,307.32,6.26
1992,1,18,1,78.22,99.84,12.02,9.72,13.95,6.54,257,6.3
1992,1,19,1,69.34,99.71,12.04,10.31,13.62,1.67,67.06,6.55
1992,1,20,0,69.24,99.66,11.06,9.42,12.54,1.6,300.1,6.43
1992,1,21,0,71.33,100.43,11.2,10.02,12.58,1.45,337.29,7.01
1992,1,22,0,67.82,101.02,10.95,8.71,13.63,4.71,23.77,7.41
1992,1,23,0,57.39,101.26,9.87,7.24,12.4,3.59,27.51,7.1
1992,1,24,0,60.54,100.99,10.92,8.81,13.73,6.5,41.54,7.53
1992,1,25,0,62.81,100.73,9.83,7.44,11.61,4.01,46.57,6.94
1992,1,26,0,66.74,100.46,9.41,8.18,11.35,7.97,58.83,7.18
1992,1,27,0,62.78,100.74,8.95,7.52,10.56,9.87,65.03,7.1
1992,1,28,0,63.06,100.38,10.14,7.69,12.55,7.7,71.88,6.67
1992,1,29,0,63.48,99.48,10.26,9.08,11.45,8.18,58.98,7.38
1992,1,30,3,70.42,98.97,8.83,6.58,10.19,3.88,40.26,7.48
1992,1,31,2,76.31,98.54,7.99,6.23,9.18,5.39,311.11,6.45
1992,2,1,0,59.2,99.38,6.7,5.59,8.36,4.28,329.77,6.49
1992,2,2,0,67.96,99.95,6.93,5.23,8.16,6.21,61.56,6.62
1992,2,3,12,87.33,99.22,7.07,6.49,7.94,12.96,54.17,5.87
1992,2,4,1,65.71,99.01,9.42,7.52,11.86,7.25,294.62,6.45
1992,2,5,14,79.83,99.14,10.83,9.08,12.08,5.43,244.1,7.09
1992,2,6,6,72.86,98.85,10.54,7.81,11.95,7.12,289.26,7.59
1992,2,7,0,59.89,99.82,8.38,5.45,11.52,6.42,322.96,7.59
1992,2,8,1,63.79,100.19,6.11,4.23,7.76,4.61,21.21,7.25
1992,2,9,4,65.22,100.03,6.48,5.05,7.73,10.69,41.34,7.69
1992,2,10,0,60,100.35,7.73,4.54,10.97,5.72,357.92,7.06
1992,2,11,0,60.14,100.39,10.72,7.62,13.72,4.75,279.21,8.04
1992,2,12,1,74.07,100.25,11.36,9.98,12.21,3.39,306.33,8.23
1992,2,13,0,74.82,100.52,10.08,8.26,11.96,4.63,84.7,7.22
1992,2,14,0,63.84,100.66,11.57,8.73,13.93,1.81,121.55,7.33
1992,2,15,0,71.71,100.7,12.36,10.32,14.32,3.56,90.27,7.88
1992,2,16,0,74.19,100.24,12.03,11.46,12.71,8.1,61.92,7.41
1992,2,17,0,69.85,99.89,12.56,10.15,14.82,4.29,33.31,6.74
1992,2,18,4,81.45,99.77,13.43,11.35,15.69,7.87,234.34,6.94
1992,2,19,1,74.98,99.57,12.89,11.34,14.8,8.93,261.51,6.24
1992,2,20,0,61.79,99.61,9.8,6.34,11.13,8.97,291.6,6.78
1992,2,21,6,68.53,99.67,7.8,5.97,9.7,4.3,89.34,6.16
1992,2,22,2,83.1,98.52,9.19,8.22,10.84,7.65,30.12,6.75
1992,2,23,1,72.67,98.53,8.16,6.18,9.7,7.05,242.79,6.59
1992,2,24,1,70.14,98.64,6.24,5,7.25,3.14,324.91,6.85
1992,2,25,1,70.44,99.24,6.86,4.74,8.3,5.5,4.37,7.45
1992,2,26,0,62.32,100.42,8.42,6.46,10.89,5.82,2.44,7.07
1992,2,27,0,59.95,100.89,8.76,6.54,11.23,4.26,3.79,6.98
1992,2,28,0,57.57,100.97,9.4,6.71,12.36,3.34,332.95,6.88
1992,2,29,0,67.7,100.42,10.69,8.52,13.46,6.62,341.73,7.35
1992,3,1,0,63.79,100.72,9.77,7.43,11.89,5.47,43.83,7.49
1992,3,2,0,55.51,100.94,11.39,9.23,13.12,1.8,356.79,7.04
1992,3,3,0,61.33,100.96,11.9,9.84,14.43,3.14,294.02,6.84
1992,3,4,0,72.68,100.43,12.11,10.27,14.3,3.76,277.68,6.34
1992,3,5,0,68.9,100.23,12.95,10.55,16.17,3.86,283.15,7.35
1992,3,6,0,55.78,100.34,12.26,10.55,13.83,3.21,21.19,7.04
1992,3,7,0,56.6,100.54,11.22,9.11,13.12,3.73,57.68,7.52
1992,3,8,2,67.79,100.71,9.48,8.26,10.31,6.42,51.7,7.08
1992,3,9,0,56.86,100.98,9.2,6.85,11.54,5.2,46.4,8.23
1992,3,10,0,58.48,100.9,9.9,7.76,12.48,6.29,51.93,8.02
1992,3,11,0,55.95,100.81,11.27,8.97,13.05,11.75,71.76,7.97
1992,3,12,0,62.29,99.99,12.09,10.47,13.85,11.27,68.8,7.6
1992,3,13,0,68.49,99.68,12.41,9.53,15.45,5.22,353.59,7.42
1992,3,14,0,71.64,99.77,12.91,10.62,15.45,2.3,263.16,7.67
1992,3,15,0,75.15,99.89,12.27,10.13,14.9,4.48,267.02,6.87
1992,3,16,2,78.49,99.82,12.68,10.93,14.63,2.9,192.98,6.48
1992,3,17,1,78.41,99.45,13.28,11.72,15.3,4.42,162.81,7.05
1992,3,18,7,80.16,99.24,12.49,9.69,14.89,8.06,222.69,7.66
1992,3,19,0,67.2,99.94,10.39,8.26,12.72,5.46,252.84,6.91
1992,3,20,1,71.4,100.12,10.57,8.54,12.38,3.62,247.78,7.84
1992,3,21,2,73.62,99.76,11.05,9.81,12.95,7.98,268.07,7.95
1992,3,22,0,62.54,99.42,10.83,9.16,12.55,8.02,287.54,8.03
1992,3,23,0,63.23,99.71,11.84,9.38,14.41,5.8,282.54,7.17
1992,3,24,0,69.2,100.11,12.74,9.52,15.29,2.51,262.79,7.3
1992,3,25,0,72.66,100.03,13.4,11.58,15.62,4.06,53,7.22
1992,3,26,0,70.53,99.86,15.1,11.72,18.94,4.2,43.05,7.22
1992,3,27,0,75.01,99.45,16.07,12.99,19.8,4.55,77.43,7.31
1992,3,28,0,78.01,98.9,15.58,12.68,19.7,6.31,248.18,7
1992,3,29,0,75.57,99.23,14.73,11.53,18.41,5.52,227.98,7.11
1992,3,30,0,75.33,99.06,13.78,11.95,15.99,8.49,275.5,7.93
1992,3,31,0,70.64,99.33,13.56,11.31,15.92,8.18,264.6,8.05
1992,4,1,0,67.54,99.63,14.76,11.7,17.93,3.72,280.64,7.63
1992,4,2,0,68.48,99.79,15.3,12.67,18.25,1.85,74.06,7.83
1992,4,3,0,70.23,99.78,15.4,12.38,18.74,3.72,299.17,7.72
1992,4,4,0,70.18,99.87,15.54,11.83,19.52,2.31,318.07,8.62
1992,4,5,0,68.29,99.97,16.38,12.97,20.65,3.48,276.35,7.73
1992,4,6,0,69.72,99.99,17.04,13.22,20.64,1.77,333.98,7.9
1992,4,7,0,80.1,99.58,16.54,14.37,19,4.2,75.8,7.38
1992,4,8,0,73.72,99.35,17.57,14.16,21.29,4.38,299,7.41
1992,4,9,0,77.11,99.82,15.98,13.16,19.22,6.3,271.03,7.82
1992,4,10,0,71.95,99.81,16.91,13.23,20.54,2.77,99.96,7.16
1992,4,11,0,74.08,99.17,17.36,13.76,21.13,4.89,101.22,7.63
1992,4,12,0,76.32,99.07,17.05,13.96,19.4,8.49,262.66,8.42
1992,4,13,1,77.97,99.41,15.34,13.33,17.8,8.24,256.25,7.61
1992,4,14,0,72.88,99.63,15.7,12.51,18.78,6.16,273.63,7.8
1992,4,15,0,66.51,99.89,14.72,11.14,18.49,3.8,258.39,6.97
1992,4,16,3,68.42,99.91,14.57,12.86,16.71,4.59,270.76,6.93
1992,4,17,0,70.8,99.93,15.89,13.39,18.99,6.42,281.52,7.48
1992,4,18,0,69.31,99.85,16.78,12.82,20.24,2.21,271.89,8.04
1992,4,19,4,76.61,99.48,16.41,14.85,18.91,5.69,80.19,7.48
1992,4,20,0,70.53,99.48,15.32,12.5,18.02,6.32,260.91,7.9
1992,4,21,1,77.87,99.77,15.04,12.79,17.6,4.29,241.39,7.61
1992,4,22,0,58.6,99.89,15.28,12.95,18.13,4.4,27.7,7.49
1992,4,23,0,54.51,99.68,15.65,12.86,18.76,3.11,335.06,7.67
1992,4,24,0,66.36,99.57,15.9,12.4,19.41,4.24,280.01,7.85
1992,4,25,1,68.84,99.73,16,13.89,18.1,2.71,260.81,8.04
1992,4,26,0,66.56,99.95,17.41,14.13,20.73,3.21,300.23,7.71
1992,4,27,0,67.84,99.89,17.9,14.05,22,2.93,307.17,8.11
1992,4,28,0,66.43,99.66,18.34,14.18,22.33,2.72,295.11,8.42
1992,4,29,0,65.22,99.35,19.35,15.47,23.79,2.71,302.35,8.46
1992,4,30,0,65.44,99.38,20.21,16.12,25.34,2.84,301.01,8.72
1992,5,1,0,67.04,99.44,20.3,16.43,24.37,2.03,306.47,8.81
1992,5,2,0,63.84,99.38,19.99,17.06,22.7,3.37,59.82,8.49
1992,5,3,0,53.71,99.36,19.76,16.32,23.1,3.54,67.81,8.06
1992,5,4,0,61.95,99.01,19.69,15.95,24.73,4.8,317.48,7.84
1992,5,5,6,74.21,99.27,17.42,15.73,18.91,4.02,271.6,7.98
1992,5,6,1,73,99.38,18.42,15.93,21.38,1.99,248.69,8.21
1992,5,7,3,79.99,98.41,18.51,15.94,22,6.99,109.21,8.64
1992,5,8,9,79.13,98.18,17.85,16.14,20.41,2.75,339.91,8.46
1992,5,9,3,81.5,98.67,17.82,15.87,20.08,5.64,252.8,8.85
1992,5,10,1,75.77,99.42,18.65,15.35,22.16,3.25,264.31,8.81
1992,5,11,0,66.56,99.85,20.04,16.55,23.7,2.23,278.66,7.74
1992,5,12,0,65.05,99.74,20.47,16.69,24.66,3.5,280.13,7.72
1992,5,13,0,60.65,99.79,21.53,17.66,26.09,1.75,319.25,7.72
1992,5,14,0,60.89,99.8,21.57,17.36,25.92,2.44,347.58,7.87
1992,5,15,0,65.59,99.51,21.71,18.48,25.3,3.25,286.25,7.65
1992,5,16,1,76.5,99.14,20.02,17.81,22.85,3.73,251.64,8.51
1992,5,17,7,75.65,98.95,18.38,15.52,20.9,4.93,218.74,8.92
1992,5,18,2,62.84,99.14,16.57,14.52,19.31,6.75,258.07,8.46
1992,5,19,0,59.74,100.01,18.09,14.75,21.21,1.6,289.02,8.72
1992,5,20,0,64.78,100.01,19.66,15.88,23.11,4.34,282.73,9.57
1992,5,21,0,65.28,99.77,20.91,17.6,24.58,3.38,15.94,9.56
1992,5,22,0,63,99.65,21.32,17.75,25.24,2.77,279.96,8.16
1992,5,23,0,67.73,99.57,20.83,17.41,24.35,3.56,257.19,8.3
1992,5,24,0,70.6,99.5,20.05,16.27,23.39,3.47,263.5,8.4
1992,5,25,0,68.47,99.59,20.62,18.49,23.23,2.97,19.29,8.65
1992,5,26,0,62.41,99.7,21.95,17.73,25.62,3.3,34.72,8.35
1992,5,27,0,56.07,99.51,23.51,19.28,27.87,3.09,69.47,8.3
1992,5,28,0,61.18,99.48,23.21,19.71,27.82,3.46,278.81,8.63
1992,5,29,0,71.56,99.67,21.35,18.29,24.96,5.03,273.54,8.76
1992,5,30,0,68.66,99.7,21.49,17.27,25.25,2.98,278.99,8.48
1992,5,31,0,69.51,99.45,22.01,18.06,25.91,4.43,255.24,8.45
1992,6,1,0,71.38,99.28,22.36,18.72,25.73,3.85,261.93,8.44
1992,6,2,0,67.65,99.45,23.3,20.06,26.6,2.17,292.71,8.99
1992,6,3,0,60.88,99.55,23.7,19.72,27.64,2.77,287.58,9.24
1992,6,4,0,58.82,99.44,24.43,20.94,28.45,3.66,263.95,8.59
1992,6,5,0,62.82,99.25,23.53,19.37,27.9,2.61,275.53,8.96
1992,6,6,0,64.93,99.24,24.09,20.06,27.86,2.3,313.81,8.83
1992,6,7,0,63.11,99.4,25,21.3,28.55,2.71,275.14,8.84
1992,6,8,0,61.25,99.29,25.06,21.4,28.42,3.42,273.03,9.29
1992,6,9,0,59.9,99.21,24.78,21.81,28.33,2.42,264.83,8.76
1992,6,10,0,60.3,99.34,24.78,21.42,28.8,2.64,255.69,8.79
1992,6,11,0,67.29,99.64,24.21,20.9,28.12,2.98,305.53,8.87
1992,6,12,0,59.25,99.6,25.17,20.62,29.47,3.66,291.57,8.46
1992,6,13,0,56.41,99.3,26.53,22.37,30.71,4.42,281.96,8.63
1992,6,14,0,58.6,98.94,24.87,21.5,28.75,7.74,263.77,8.4
1992,6,15,6,71.94,98.5,23.01,20.98,25.51,4.26,260.43,8.8
1992,6,16,1,73.54,98.47,21.8,20.2,23.35,3.29,259.33,8.85
1992,6,17,1,70.4,98.56,23.21,19.95,26.36,4.51,246.46,8.86
1992,6,18,1,72.25,98.85,22.67,20.17,25.08,6.05,248.21,8.88
1992,6,19,0,69.65,99.4,23.23,19.73,26.57,5.23,257.37,8.89
1992,6,20,0,62.8,99.42,24.63,20.12,28.53,3.55,276.66,8.92
1992,6,21,0,64.92,98.88,25.03,22.01,28.78,5.61,288.75,8.77
1992,6,22,0,65.97,98.98,25.11,21.34,28.12,2.46,31.74,8.79
1992,6,23,0,62.33,99.14,25.88,22.07,29.35,3.23,296.31,8.62
1992,6,24,0,60.24,99.1,26.86,23.52,30.37,4.28,288.21,8.49
1992,6,25,0,57,98.94,27.51,23.99,31.2,4.42,277.14,8.35
1992,6,26,0,58.59,98.85,27.39,23.74,31.31,4.43,264.98,8.71
1992,6,27,0,59.82,98.75,26.86,23.26,31.17,4.03,268.83,8.91
1992,6,28,0,66.09,98.9,24.91,21.66,28.47,6.15,263.06,8.79
1992,6,29,0,66.94,99.18,24.09,21.87,27.02,7.75,262.59,8.72
1992,6,30,0,65.08,99.42,24.26,21.25,27.29,5.81,265.95,8.87
1992,7,1,0,65.6,99.43,23.56,20.89,26.7,6.7,272.64,8.79
1992,7,2,0,62.69,99.46,23.79,20.78,26.92,7.08,273.13,9.12
1992,7,3,0,58.57,99.47,25.22,20.84,29.38,3.52,292.03,8.5
1992,7,4,0,56.39,99.12,25.95,22.06,30.03,5.1,274.84,8.18
1992,7,5,0,53.78,99.16,26.15,22.02,30.37,2.63,278.38,8.47
1992,7,6,0,55.32,99.55,26.88,21.99,31.08,3.41,276.46,8.67
1992,7,7,0,49.57,99.41,28.53,23.87,33.73,3.36,295.26,9.07
1992,7,8,0,44.69,98.98,29.85,25.04,35.64,3.33,292.15,8.97
1992,7,9,0,46.2,98.84,30.48,25.76,35.52,3.78,300.08,8.88
1992,7,10,0,53.27,98.95,28.28,25.67,31.16,3.63,32.82,9.06
1992,7,11,0,52.02,99.17,27.94,24.01,32.12,3.47,354.74,8.99
1992,7,12,0,53.9,99.06,27.95,23.63,31.78,1.53,299.62,8.97
1992,7,13,0,59.93,98.97,27.18,24.31,30.28,3.11,285.08,9.49
1992,7,14,0,58.21,99.02,26.94,24.25,30.18,3.35,260.94,9.27
1992,7,15,0,60.31,99.05,26.39,23.27,29.74,3.84,272.2,8.9
1992,7,16,0,62.38,99.23,25.78,22.46,29.24,4.53,275.18,8.79
1992,7,17,0,59.44,99.31,27.47,23.89,30.83,4.09,281.58,8.82
1992,7,18,0,56.17,99.13,28.48,24.98,31.96,3.96,285.76,8.98
1992,7,19,0,59.02,98.62,28.12,24.89,31.56,4.31,278.17,9.06
1992,7,20,0,57.75,98.4,27.62,24.33,31.32,4.2,242.33,8.87
1992,7,21,5,63.34,98.7,24.99,22.72,27.32,2.2,203.13,9.13
1992,7,22,1,59.73,99.11,25.8,24.08,27.9,2.81,292.32,9.04
1992,7,23,0,60.61,99.23,26.41,23.74,29.19,4.9,271.22,9.12
1992,7,24,0,61.33,99.06,26.52,23.12,29.89,6.44,262.16,8.83
1992,7,25,0,65.87,99.06,27.41,24.21,30.67,6.08,262.51,8.46
1992,7,26,0,61.54,99,28.44,25.35,31.98,5.18,283.61,8.64
1992,7,27,0,57.34,98.79,28.47,25.24,31.91,4.08,289.57,8.68
1992,7,28,0,63.16,98.85,27.97,25.07,31.66,5.84,268.29,8.98
1992,7,29,0,63.14,98.99,27.67,24.61,31.04,6.52,260.11,9.23
1992,7,30,0,59.49,99.02,28.63,25.63,31.89,4.71,294.22,9.08
1992,7,31,0,50.39,99.02,28.38,25.87,31.1,3.92,342.27,9.06
1992,8,1,0,51.41,98.97,28.03,25.26,31.05,3.93,327.12,8.93
1992,8,2,0,53.21,98.98,27.51,24.07,31.05,3.17,277.76,8.8
1992,8,3,0,56.31,99.11,27.03,23.59,30.71,5.24,264.52,8.92
1992,8,4,0,62.91,99.31,26.81,23.21,30.48,6.12,261.54,9.09
1992,8,5,0,62.36,99.3,27.96,23.93,32.03,6.19,270.75,8.95
1992,8,6,0,52.81,99.05,28.92,24.65,32.94,4.12,302.07,9.01
1992,8,7,0,52.51,98.92,29.17,25.53,33.44,3.37,313.47,9.21
1992,8,8,0,51.73,98.97,29.17,25.83,32.94,4.53,295.62,9.06
1992,8,9,0,52.98,99.03,29.14,26.01,32.57,4.44,307.22,9.24
1992,8,10,0,47.81,99.01,29.37,26.47,32.6,3.9,351.49,9.3
1992,8,11,0,50.62,99.08,29.98,26.02,33.33,3.19,46.29,9.29
1992,8,12,0,40.42,99.08,31.37,26.83,35.59,1.81,15.1,9.04
1992,8,13,0,49.79,98.91,30.13,26.1,34.18,2.76,108.06,9.38
1992,8,14,0,55.37,98.94,28.61,24.8,32.57,2.58,205.62,9.34
1992,8,15,0,58.85,99.24,28.61,25.45,32,2.39,251.76,9.36
1992,8,16,0,63.33,99.44,28.33,24.84,31.61,4.51,269.7,9.44
1992,8,17,0,61.78,99.3,28.83,25.62,32.92,6.05,270.36,9.09
1992,8,18,0,63.55,99.12,28.98,25.92,33.13,6.54,276.79,9.14
1992,8,19,0,56.26,99.04,29.25,25.92,33.05,4.04,315.52,9.2
1992,8,20,0,56.31,98.99,29.67,25.85,33.94,2.48,297.05,8.99
1992,8,21,0,61.02,98.96,28.43,25.29,32.07,3.18,264.03,8.76
1992,8,22,0,63.43,99.07,26.82,24.53,29.56,5.25,266.4,9.1
1992,8,23,1,66,99.16,26.29,24.2,28.65,4.24,262.29,9.13
1992,8,24,0,64.77,99.23,27.7,25.05,30.88,5.49,271.95,9.05
1992,8,25,0,64.2,99.32,27.89,24.82,31.07,4.42,279.09,8.95
1992,8,26,0,60,99.38,28.97,26.13,32.43,3.58,316.73,8.66
1992,8,27,0,57.49,99.16,29.11,25.62,33.03,4.48,292.48,8.92
1992,8,28,0,52.24,99.18,29.21,25.83,33.16,3.31,314.75,9.05
1992,8,29,0,54.71,99.31,29.16,24.83,33.51,2.19,308.83,8.96
1992,8,30,0,57.37,99.15,28.83,25.18,32.88,3.44,277.89,8.96
1992,8,31,0,56.62,99.22,28.56,24.88,32.49,2.35,282.18,8.89
1992,9,1,0,53.95,99.43,28.25,24.06,33.02,3.46,282.76,8.82
1992,9,2,0,49.09,99.57,28.69,24.32,33.53,2.28,293.26,8.55
1992,9,3,0,51.88,99.43,29.58,25.04,34.17,3.34,288.15,8.47
1992,9,4,0,49.15,99.05,30.64,26.46,35.57,2.19,298.87,8.46
1992,9,5,0,55.47,98.85,29.98,26.18,34,1.62,283.47,8.18
1992,9,6,0,58.35,98.84,29.34,25.83,33.96,2.64,273.85,8.35
1992,9,7,0,56.16,99.01,26.96,24.13,30.4,6.8,262.53,8.51
1992,9,8,0,47.61,99.21,26.07,23.07,29.17,2.17,265.52,8.58
1992,9,9,0,47.66,99.39,27,24.02,30.13,3.04,356.32,8.44
1992,9,10,0,51.34,99.35,27.54,24.56,31.11,3.34,342.42,8.3
1992,9,11,0,54.86,99.16,27.63,24.31,31.44,3.76,328.56,8.45
1992,9,12,0,52.74,98.99,27.18,23.94,30.66,2.26,297.32,8.59
1992,9,13,0,52.46,99.11,26.92,23.82,30.05,2.72,294.98,8.5
1992,9,14,0,52.82,99.43,26.61,23.76,29.82,3.04,293.53,8.39
1992,9,15,0,54.08,99.56,26.3,23.07,29.72,3.91,281.23,8.72
1992,9,16,0,55.38,99.51,26.11,23.02,29.67,4.87,276.67,8.74
1992,9,17,0,50.96,99.44,26.54,23.12,30.22,3.3,330.16,8.2
1992,9,18,0,54.1,99.36,26.17,22.81,30.05,3.31,287.65,8.4
1992,9,19,0,56.44,99.43,25.46,22.1,29.45,5.41,272.62,8.99
1992,9,20,0,59.5,99.58,24.41,21.31,27.96,4.54,264.01,7.71
1992,9,21,0,56.09,99.81,24.71,21.38,28.27,2.59,262.67,7.71
1992,9,22,0,61.09,99.82,25.41,22.33,28.52,2.53,278.48,7.74
1992,9,23,0,63.96,99.63,24.47,22,27.59,5.74,267.63,7.84
1992,9,24,0,64.13,99.41,23.81,20.75,26.98,5.82,271.55,8.01
1992,9,25,0,45.17,99.69,24.04,22.11,26.12,1.82,26.1,8.06
1992,9,26,3,46.52,99.84,23.15,20.81,24.62,3.55,13.77,8.19
1992,9,27,0,43.38,100.22,21.43,19.31,23.76,4.37,16.79,8.14
1992,9,28,0,43.9,100.32,21.63,19.46,24.36,3.52,10.67,8.32
1992,9,29,0,47.27,100.06,22.88,19.7,26.7,3.73,10.5,8.62
1992,9,30,0,51.09,99.82,23.43,20.03,27.7,3.33,343.02,8.73
1992,10,1,0,50.9,99.59,23.19,19.83,27.29,3.12,303.18,8.36
1992,10,2,0,58.55,99.6,23.14,19.11,27.28,3.14,283.55,8.43
1992,10,3,0,64.74,99.71,23.25,20,27.03,3.46,284.78,7.88
1992,10,4,0,68.43,99.9,23.14,20.44,26.96,4.3,287.09,7.73
1992,10,5,0,64.84,99.93,23.84,20.07,27.84,3.99,288.41,7.86
1992,10,6,0,56.43,99.9,25.8,21.77,30.62,2.69,307.98,7.96
1992,10,7,0,52.43,99.84,26.47,22.89,31.49,3.16,294.34,8.6
1992,10,8,0,57.07,99.5,25.09,21.97,28.94,6.42,262.84,9.05
1992,10,9,0,65.54,99.25,23.94,21.04,27.53,4.47,297.1,8.47
1992,10,10,0,41.76,99.69,23.4,20.63,26.65,2.56,28.99,8.02
1992,10,11,0,47.41,99.82,23.84,20.65,27.33,1.76,348.09,8.04
1992,10,12,0,53.35,99.81,24.05,20.97,27.72,1.05,319,8.51
1992,10,13,0,66.92,99.82,23.72,21.47,27.45,4.76,278.49,8.43
1992,10,14,0,66.34,99.82,23.99,20.8,28.26,3.8,292.19,8.18
1992,10,15,0,66.6,99.75,24.11,21.61,27.44,2.66,67.49,8.94
1992,10,16,0,70.19,99.51,23.98,21.42,27.18,3.14,24.46,8.56
1992,10,17,0,67.64,99.62,23.72,20.76,27.61,4.33,291.38,8.39
1992,10,18,0,65.24,99.85,23.11,20.06,26.7,3.26,293.85,8.19
1992,10,19,0,67.2,99.83,22.92,19.76,27.3,4.88,278.59,7.65
1992,10,20,0,72.7,99.82,22.56,19.35,26.35,3.91,274.44,8.9
1992,10,21,0,67.75,99.8,22.96,20.11,26.83,2.27,286.98,9.35
1992,10,22,0,66.5,99.75,22.94,20.15,27,3.47,280,8.56
1992,10,23,0,69.34,99.84,22.74,20.16,26.42,2.43,248.14,7.92
1992,10,24,0,71.85,99.92,22.88,19.55,27.45,4.62,242.66,7.87
1992,10,25,0,72.3,99.75,21.78,20.29,23.92,9.41,263.78,8.05
1992,10,26,0,52.92,100.02,21.07,18.66,24.05,4.02,291.06,8.2
1992,10,27,0,63.24,99.99,21.03,19,23.46,5.03,269.26,8.43
1992,10,28,0,71.02,100.14,20.71,18.63,23.16,3.76,276.47,9.27
1992,10,29,0,67.97,100.27,21.03,19.19,23.63,1.34,355.34,8.47
1992,10,30,0,66.87,100.4,21.37,19.02,24.84,2.19,339.73,8.07
1992,10,31,0,60.34,100.31,22.75,19.35,27.05,2.78,11.32,7.95
1992,11,1,0,56.15,100.13,23.16,20,27.73,3.27,24.15,7.24
1992,11,2,0,60.19,99.99,22.69,19.76,26.9,5.32,42.75,7.4
1992,11,3,0,63.93,99.89,22.79,20.24,26.7,5.44,55.57,8.54
1992,11,4,0,67.4,99.92,22.85,20.36,26.27,4.63,79.18,8.2
1992,11,5,0,60.33,99.85,23.54,20.7,27.28,2.37,72.4,8.74
1992,11,6,0,58.61,99.58,21.47,17.41,25.28,5.13,354.51,8.88
1992,11,7,0,47.86,99.97,16.85,15.61,18.09,7.6,40.88,9.03
1992,11,8,0,53.59,100.25,16.16,13.94,18.65,4.72,45.95,8.27
1992,11,9,0,49.98,100.13,17.62,14.88,20.56,3.15,34.41,7.29
1992,11,10,0,61.86,99.9,17.85,15.99,20.08,2.58,340.57,7.67
1992,11,11,0,58.51,99.83,17.36,16,19.14,2.92,41.68,8.59
1992,11,12,2,58.76,99.97,18.18,16.35,19.83,1.82,88.87,9.17
1992,11,13,2,60.66,99.93,19.05,17.52,21.66,2.87,154.37,9.08
1992,11,14,8,74.16,99.88,19.33,17.49,21.22,6.1,186.24,8.47
1992,11,15,8,75.13,99.61,18.44,15.55,20.83,6.91,253.32,7.56
1992,11,16,0,67.91,100.25,17.26,15.05,20.11,4.16,57.77,8.21
1992,11,17,0,72.01,100.43,17.4,15.12,20.28,5.16,59.07,6.8
1992,11,18,0,70,100.1,18.61,16.21,21.27,6.79,65.37,6.71
1992,11,19,1,76.31,99.65,18.92,17.5,20.65,7.56,75.61,6.98
1992,11,20,3,75.11,99.13,18.63,17.01,21.57,7.01,169.83,8.48
1992,11,21,16,74,98.64,17.11,14.86,18.9,10.6,240.6,8.47
1992,11,22,0,56.64,99.42,14.32,13.18,15.65,9.52,294.36,8.42
1992,11,23,12,77.69,99.6,15.2,13.25,16.91,7.31,266.78,8.47
1992,11,24,0,56.85,99.78,11.14,9.28,12.71,8.7,354.14,8.16
1992,11,25,0,57.57,100.66,9.79,8.36,11.62,6.76,6.18,8.3
1992,11,26,0,55.12,100.83,11.12,8.92,13.17,2.96,10.53,7.73
1992,11,27,0,72.07,100.43,13.43,10.95,15.84,3.2,255.05,8.34
1992,11,28,5,82.17,100.01,14.3,13.48,15.47,3.56,85.39,7.26
1992,11,29,0,72.25,100.34,13.58,11.42,15.51,6.23,52.09,8.02
1992,11,30,0,71.93,100.51,12.9,10.96,14.81,4.14,83.33,8.52
1992,12,1,35,82.32,99.62,14.7,12.87,16.23,5.22,119.51,7.87
1992,12,2,22,79.88,99.48,13.39,12.08,14.21,8.12,29.84,7.53
1992,12,3,0,68.71,99.99,13.28,11.7,15.68,3.85,321.6,8.12
1992,12,4,0,73.84,100.19,13.14,11.69,14.61,3.26,282.64,7.84
1992,12,5,0,71.78,100.26,14,11.7,16.85,3.83,294.71,8.23
1992,12,6,1,75.76,100.08,14.95,12.99,17.05,2.37,265.77,8.02
